file,inspection,system_area,related_plan_entries,bytes,lines,sha256
apps/game/client/assets/audio/iron_vault/explore_loop.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",415,19,28d7c727a5ffec43a886c5530e472f4f5c5afbb1879f458fa341ebcb0ecb740c
apps/game/client/assets/audio/poison_swamp/ambience_loop.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",678754,0,206f71516fb1c8444c309113edf43da3ea8afb15f9d10879a405953dd3c4b134
apps/game/client/assets/audio/poison_swamp/ambience_loop.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",420,19,9a3cfa9c6280d9d76935b81367529192f01b699e72a39dd4397799b05c0ed6c6
apps/game/client/assets/audio/poison_swamp/boss_theme.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",1088010,0,9d8ad4eb30726f33cf62d8477b8ae3f9413837d3420bfaf0b298caf88ccbf7bc
apps/game/client/assets/audio/poison_swamp/boss_theme.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",410,19,7376a95fe2e406cad6f2ba8b63a6bb24d42eb73e0fc5d6f9b262a3b721a64dd2
apps/game/client/assets/audio/poison_swamp/combat_loop.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",1004009,0,0e269c27abb021094152149ddcc8579e8e0680019b45901ab802928dcbe25b38
apps/game/client/assets/audio/poison_swamp/combat_loop.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",414,19,fbb46da2c26846ba9484d2af34d4b997abf2995445da920913fb0885b9c7aab8
apps/game/client/assets/audio/poison_swamp/explore_loop.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",1005883,0,4d44c9be18144bcb47fe976d3a2a67ac9e66f146f9d890a659616655cac4f93e
apps/game/client/assets/audio/poison_swamp/explore_loop.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",417,19,d70bbba01e36cba9a19820bb362b5a4fae6683477890caaa4dcaff2d09b7f280
apps/game/client/assets/audio/prism_depths/ambience_loop.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",751568,0,48ee8099fffe4ede9f43025065f21c160a0582cd3bf9d791d46bf7540f43f92f
apps/game/client/assets/audio/prism_depths/ambience_loop.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",420,19,c28b7cd59b6f9195b68f2899893ec39e0e0b4327a2265c1dbc25607e68d123e1
apps/game/client/assets/audio/prism_depths/boss_theme.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",1141452,0,24c4795d61dec862add2ecd5684a97eb50c6beaf1443dfec7ccd4c5b0a029997
apps/game/client/assets/audio/prism_depths/boss_theme.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",411,19,681fe0af7471c07e42847258c6b290c1dcce7e2f1820a1b847d652daa724cc71
apps/game/client/assets/audio/prism_depths/combat_loop.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",1032301,0,e2de2e34aefa23d53d2f662ba8a1369fd5a1af7783e975f0f78995c9c6934203
apps/game/client/assets/audio/prism_depths/combat_loop.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",414,19,e566b1b7b3611138bf32a6d04cf7f85e7b7e06c9e949a59a4deff1fd9e9bcfe1
apps/game/client/assets/audio/prism_depths/explore_loop.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",1196211,0,29bfb2ef78f87b912bf8436f1d7effb8089c7ad6fc901f916a1b533bc0354222
apps/game/client/assets/audio/prism_depths/explore_loop.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",417,19,20906ed1bd4be82bae243b3b711c59cd0d9dce7cdfc3729d3861ea2cf59769e6
apps/game/client/assets/audio/sfx/block.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4301,0,bf8c90b4c1c929bdf4a8104f518e651dad0b3e92d562ad21a6f53a03ab24d2ea
apps/game/client/assets/audio/sfx/block.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",387,19,7ee10d83dcd110a0dfff9febe1e9d617d224246eaf2b6485478dcfb2a0de634d
apps/game/client/assets/audio/sfx/block_01.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4271,0,d49ab3259c3d7d3be3779e4b4dd6e703eb84aefb9de3bcad9956e24a2bb47e55
apps/game/client/assets/audio/sfx/block_01.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",397,19,41b74a753d5b7e7627a780d95ce1d0e6bf56f8bb3fe8d1089a1c7ad44444ae4a
apps/game/client/assets/audio/sfx/block_02.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4339,0,658bc41c688cca22dc34f5207a023feadfd8f674fd78bbb8f5bbe067c50ee011
apps/game/client/assets/audio/sfx/block_02.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",397,19,16c9dd2d677c92a5eae26e78d0363b41a8984006b93cb4f7e7708271bb70b051
apps/game/client/assets/audio/sfx/brazier_loop.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",39888,0,145d9cc0e15def9ceb45ada5cd66c7c9bf8aae3d739abcba94543129ed1b5495
apps/game/client/assets/audio/sfx/brazier_loop.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",408,19,b89e03c4f6c6ccc164b2f8482886bd261e4c9a54fd2c0281a1223e64a491cf3b
apps/game/client/assets/audio/sfx/death_01.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5429,0,1daaab225ac7ff549813117c7e48e5c6b57a31706e7b80bab6d9841ac0b0536c
apps/game/client/assets/audio/sfx/death_01.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",396,19,63ace48a6b1e402b865a0546f36841018b8d1fc9c412e70a4a96dbf4a748665c
apps/game/client/assets/audio/sfx/dodge_perfect.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",9325,0,8ffa2594ed08e5d3f7b227295ddc5aa47e7cd53377f532a96660a00792d0b20b
apps/game/client/assets/audio/sfx/dodge_perfect.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",412,19,32ab9756fbee898548d15edfd39d7b0b3eba7d2e114c418dace1f3c5acc4188d
apps/game/client/assets/audio/sfx/door_open.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",16542,0,2220c69f08edbad1fef7c14dc1799d0e69243729ab5a5dcaab375271d8b8b1a0
apps/game/client/assets/audio/sfx/door_open.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",400,19,aed4b6f59186efe42041c1ad498aa7a2358947c61ba1e6e47b25c4686ac2e72c
apps/game/client/assets/audio/sfx/door_release.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",14155,0,1dc0e7ea7016926ca411ac1ef2dd9a6f933eace69a1b2805c33aa727fd114422
apps/game/client/assets/audio/sfx/door_release.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",409,19,24909fa4be94df0532a514504c4b9b438c85c42850d7170ca9e34709eb8b1da1
apps/game/client/assets/audio/sfx/door_seal.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",14744,0,82cda8140c91ca17892266fd79a2912e1e8191b64f3e41c2ec4409bffe42c5b9
apps/game/client/assets/audio/sfx/door_seal.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",400,19,09a549bb6dad7c8c7c90f25e2027202ab7b90a3cfaf1b4c158028078c25b1517
apps/game/client/assets/audio/sfx/exhausted.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",11158,0,ff32a7dcbe4e5aeecb4d10702baa1a308f64f87bfed394e576a29ddb77ed2c36
apps/game/client/assets/audio/sfx/exhausted.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",400,19,6c9e6583c80c21a6ff5f1730923648b1885f551e8cc0691d96c8404b6f1b85f3
apps/game/client/assets/audio/sfx/footstep_snow.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",6122,0,a24ac38afa6329d83adc343cc67ae761d33bee03bb5453b5e0bcf5a70397a54d
apps/game/client/assets/audio/sfx/footstep_snow.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",412,19,4b9c3062d766142f2d9272669f4786f27892d38940ca12f775cef35d2e4ef55a
apps/game/client/assets/audio/sfx/fountain_loop.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",47735,0,67062e9324387ebbe7e3958292c38854823ab9ae2cf0ca0573e4b3aaae687b4c
apps/game/client/assets/audio/sfx/fountain_loop.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",411,19,279bde76d63e3960eb95058e83460993127d04950721e1e408bd66ea1d505326
apps/game/client/assets/audio/sfx/guard_break.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",13583,0,11d4755415a772895abb25b6c9c2c12be96e4b1a798c06a976293a6499d2408d
apps/game/client/assets/audio/sfx/guard_break.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",406,19,0b2b5c174a005ec7b306c92dcdaae4faa39af405e6300cf8ef6141a05062505b
apps/game/client/assets/audio/sfx/heal_commit.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4904,0,22585348e3c25a16a14f81c61af261ca646f79d850233b1df6ca827205708832
apps/game/client/assets/audio/sfx/heal_commit.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",406,19,7b751ae2c837b39589324cd3e4431d5e3a55c6c63e1e940a3c177d239610aa1b
apps/game/client/assets/audio/sfx/heal_gulp.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4890,0,e9307bc0cd9e8c5077b98b47fd0758b30af22308ab757fc45863128d39be35de
apps/game/client/assets/audio/sfx/heal_gulp.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",400,19,657eeaafba94980d1cf3dc06c2bfb4a02744e258e9c757a370bd096ea96bf97c
apps/game/client/assets/audio/sfx/heal_raise.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4300,0,1e2c0956f497f2fc38e499762cc7bfabd346b9f06e2fb039f66e318db4e41799
apps/game/client/assets/audio/sfx/heal_raise.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",402,19,f3c817a424d8077d447ac653ed0ff011898ed1f6f46b94071365d34ad97b0624
apps/game/client/assets/audio/sfx/hit.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4662,0,d66402959547e554e4cdaf42aaaf0a84ad09e780ed40b885a0dee16a588936e7
apps/game/client/assets/audio/sfx/hit.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",382,19,67e143716b32ce1d6a808d9c56de2615d5b109502e4482f7471d589a03f936f3
apps/game/client/assets/audio/sfx/hit_armor.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",4747,0,e80bae5bde12870eaf40e5a0a806f1ad39b9cfe0331b496360ee76b4fcdafa8b
apps/game/client/assets/audio/sfx/hit_armor.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",400,19,c09fae4154f711af3f51e278d35af906d72fad7bb84741ab7669ea01481b4691
apps/game/client/assets/audio/sfx/hit_bone.ogg,binary bytes/header/hash checked; not visually or aurally reviewed,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",5087,0,3cbb0938de44b2292faa5a34cc1dd2b7e721d002d6ddb79e1a41264c32ad4b58
apps/game/client/assets/audio/sfx/hit_bone.ogg.import,automated full-file text/structure scan; manual per-file review not asserted,art/audio assets,"A01–A08, V01–V21; visual/audio quality gate",397,19,44c4dddb8047acbc30abe25abeade829d9110f50cd0907ff174aed881d98e366
